gene location;strand;Ensembl ID;Gene Symbol;sum direct regulation score (-16..0..16);sum direct target (0..16);Literature (Table S1);Wei 2006 5-FU HCT116;Smeenk 2011 Actinomycin D U2OS ;Smeenk 2011 etoposide U2OS ;Nikulenkov 2012 Nutlin-3a MCF-7;Menendez 2013 Nutlin-3a U2OS;Menendez 2013 doxorubicin U2OS;Schlereth 2013 p53 SAOS-2;Allen 2014 Nutlin-3a HCT116;Janky 2014 iRegulon Nutlin-3a MCF-7;McDade 2014 cisplatin HFK;McDade 2014 doxorubicin HFK;Wang 2014 5-FU HCT116;Rashi-Elkeles 2014 IR CAL51;Chang 2014 mix HCT116;Younger 2015 doxorubicin fibroblasts;Fischer 2016 meta-analysis;Literature (Table S1);Wei 2006 5-FU HCT116;Smeenk 2011 Actinomycin D U2OS ;Smeenk 2011 etoposide U2OS ;Nikulenkov 2012 Nutlin-3a MCF-7;Menendez 2013 Nutlin-3a U2OS;Menendez 2013 doxorubicin U2OS;Schlereth 2013 p53 SAOS-2;Allen 2014 Nutlin-3a HCT116;Janky 2014 Nutlin-3a iRegulon MCF-7;McDade 2014 cisplatin HFK;McDade 2014 doxorubicin HFK;Wang 2014 5-FU HCT116;Rashi-Elkeles 2014 IR CAL51;Chang 2014 mix HCT116;Younger 2015 doxorubicin fibroblasts;Fischer 2016 meta-analysis;p53 ChIP 25kb sum (0..15);p53 ChIP 5kb sum (0..15);p53 ChIP 2.5kb sum (0..15);p53 Expression Score (-20..0..20)
chr13:22066827-22178355;-;ENSG00000165487;MICU2;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1;1;1;1
chr1:67390577-67454302;+;ENSG00000198160;MIER1;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;3;3;0;-2
chr13:24304327-24463587;-;ENSG00000027001;MIPEP;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-1
chr10:21823573-22032559;+;ENSG00000078403;MLLT10;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;3;3;3;-8
chr9:20344967-20622514;-;ENSG00000171843;MLLT3;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-3
chr16:2255177-2259418;+;ENSG00000167965;MLST8;-1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;down;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;7;1;1;-4
chr2:150426146-150444330;-;ENSG00000168288;MMADHC;-1;1;---;down;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3;3;-1
chr14:61201458-61435398;+;ENSG00000020426;MNAT1;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;4;4;4;-2
chr2:74383210-74405995;-;ENSG00000114978;MOB1A;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;12;0;0;0
chr19:2071034-2096269;-;ENSG00000172081;MOB3A;-1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;down;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;7;0;0;0
chr9:27325206-27529850;-;ENSG00000120162;MOB3B;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1;0;0;2
chr1:113217047-113243368;+;ENSG00000155363;MOV10;-1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;down;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;11;0;0;3
chr9:13105702-13250371;-;ENSG00000107186;MPDZ;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-5
chr12:123640945-123706442;-;ENSG00000051825;MPHOSPH9;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;2;1;1;-15
chr10:28339922-28571067;-;ENSG00000150054;MPP7;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;2;1;1;1
chr4:78783804-78873944;+;ENSG00000169288;MRPL1;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;5;3;3;-2
chr1:156707093-156710923;-;ENSG00000143314;MRPL24;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;5;2;1;-4
chr11:73498916-73575656;+;ENSG00000175581;MRPL48;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;3;2;2;0
chr6:42174538-42185633;-;ENSG00000048544;MRPS10;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;4;2;2;-2
chr1:36921361-36930040;-;ENSG00000116898;MRPS15;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;2;1;1;-1
chr10:75008600-75012451;-;ENSG00000182180;MRPS16;-1;1;---;---;---;---;down;---;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;4;3;3;-1
chr7:56019610-56023033;+;ENSG00000239789;MRPS17;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;4;1;1;0
chr5:71515235-71616084;-;ENSG00000113048;MRPS27;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-4
chr9:125026881-125085742;+;ENSG00000148187;MRRF;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;4;3;2;-4
chr5:79950293-80172634;+;ENSG00000113318;MSH3;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;5;1;0;-5
chr2:48010220-48034092;+;ENSG00000116062;MSH6;-1;1;---;down;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-16
chr16:56659584-56661024;+;ENSG00000169715;MT1E;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;2;0;0;-2
chr16:56703725-56705041;+;ENSG00000205358;MT1H;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;1;0;0;0
chr16:56623266-56625000;+;ENSG00000087250;MT3;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1;0;0;0
chr14:105886185-105937057;+;ENSG00000182979;MTA1;-1;1;down;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;-3
chr2:42795670-42936353;+;ENSG00000057935;MTA3;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1;0;0;-3
chr8:98656406-98742488;+;ENSG00000147649;MTDH;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-6
chr22:30821518-30825045;+;ENSG00000242114;MTFP1;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;1;1;1;-6
chr2:55463755-55496384;-;ENSG00000085760;MTIF2;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;4;2;2;-1
chr13:25820340-25861704;-;ENSG00000139505;MTMR6;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;2;2;2;-4
chr19:1354975-1378430;+;ENSG00000160953;MUM1;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-6
chr8:128748314-128753680;+;ENSG00000136997;MYC;-1;1;down;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;3;-6
chr1:39328161-39339050;-;ENSG00000214114;MYCBP;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;2;1;1;-1
chr17:8377529-8534036;-;ENSG00000133026;MYH10;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-5
chr22:36677322-36784063;-;ENSG00000100345;MYH9;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;2;1;0;-3
chr3:169492052-169507504;+;ENSG00000085274;MYNN;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;5;4;4;-3
chr15:72118360-72410422;-;ENSG00000066933;MYO9A;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;3;3;3;-1
chr1:203052256-203055377;-;ENSG00000122180;MYOG;-1;1;down;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0
chr4:40058523-40159872;+;ENSG00000078177;N4BP2;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;4;4;4;1
chr13:33006929-33112936;-;ENSG00000244754;N4BP2L2;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1;1;1;-2
chr20:19997933-20014273;+;ENSG00000173418;NAA20;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;5;0;0;-1
chr17:7760002-7761172;-;ENSG00000183011;NAA38;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1;1;1;2
chr3:113435306-113465120;-;ENSG00000121579;NAA50;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;4;3;3;-4
chr12:7941994-7948655;+;ENSG00000111704;NANOG;-1;1;down;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr1:46049659-46084578;+;ENSG00000132780;NASP;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1;1;1;-10
chr8:90945563-90996899;-;ENSG00000104320;NBN;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;4;1;1;-7
chr7:158424002-158497520;-;ENSG00000146918;NCAPG2;-1;1;---;---;down;---;---;---;---;---;---;---;---;---;---;---;---;---;---;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-16
chr2:106468203-106510730;+;ENSG00000071051;NCK2;-1;1;---;down;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;1;-3
chr2:183789604-183903229;-;ENSG00000061676;NCKAP1;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-4
chr2:232319458-232329205;-;ENSG00000115053;NCL;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;3;2;1;-4
chr8:71024266-71316020;-;ENSG00000140396;NCOA2;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1;1;1;0
chr20:44689625-44718580;-;ENSG00000124160;NCOA5;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;4;1;1;-6
chr20:33302577-33413433;-;ENSG00000198646;NCOA6;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-5
chr18:2571509-2616634;+;ENSG00000080986;NDC80;-1;1;---;---;down;---;---;---;---;---;---;---;---;---;---;---;---;---;---;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;-18
chr16:15744082-15820208;+;ENSG00000072864;NDE1;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;6;6;6;-4
chr20:35280168-35374541;-;ENSG00000101079;NDRG3;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;2;0;0;-1
chr7:123181082-123197958;-;ENSG00000128609;NDUFA5;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;6;0;0;1
chr5:60240955-60448864;+;ENSG00000164182;NDUFAF2;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1;1;1;-1
chr3:49059073-49060926;+;ENSG00000178057;NDUFAF3;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;6;1;1;1
chr20:13765671-13799067;+;ENSG00000101247;NDUFAF5;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;10;3;3;-2
chr18:55711609-56068772;+;ENSG00000049759;NEDD4L;-1;1;---;down;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;-2
chr1:211836113-211848972;-;ENSG00000117650;NEK2;-1;1;down;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-19
chr12:57449425-57472574;-;ENSG00000166881;NEMP1;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;15;0;0;-9
chr15:73344824-73597547;+;ENSG00000067141;NEO1;-1;1;---;down;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
chr10:5454517-5500426;+;ENSG00000173848;NET1;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;1;1;1;-9
chr17:29421944-29704695;+;ENSG00000196712;NF1;-1;1;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;down;---;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;8;0;0;-5
chr16:68119268-68263162;+;ENSG00000072736;NFATC3;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;12;1;1;2
chr19:13106583-13209610;+;ENSG00000008441;NFIX;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;4;0;0;-7
chr8:99204386-99306621;-;ENSG00000104361;NIPAL2;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;2;0;0;3
chr5:36876860-37065921;+;ENSG00000164190;NIPBL;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;2;2;2;-1
chr3:173116243-174001116;+;ENSG00000169760;NLGN1;-1;1;---;down;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;-1
chr5:65018022-65125111;+;ENSG00000123213;NLN;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1;0;0;-10
chr17:49230897-49239789;+;ENSG00000239672;NME1;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;10;10;10;2
chr16:69775773-69788829;-;ENSG00000141101;NOB1;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-6
chr16:67207764-67209643;+;ENSG00000140939;NOL3;-1;1;down;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;3
chr9:33461350-33473941;-;ENSG00000165271;NOL6;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;2;0;0;-1
chr4:2939663-2965118;-;ENSG00000087269;NOP14;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-6
chr5:175811231-175815540;-;ENSG00000048162;NOP16;-1;1;---;---;---;---;---;---;---;down;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;6;5;4;-9
chr7:150688143-150711687;+;ENSG00000164867;NOS3;-1;1;down;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4
chr11:89057521-89224653;-;ENSG00000086991;NOX4;-1;1;---;---;---;---;---;down;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;-1
chr16:69743303-69760533;-;ENSG00000181019;NQO1;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;3;2;2;5
chr8:32405727-32622558;+;ENSG00000157168;NRG1;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;7;0;0;5
chr5:74063102-74072734;+;ENSG00000164346;NSA2;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;5;5;4;0
chr12:104166080-104234975;-;ENSG00000111696;NT5DC3;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;1;0;0;1
chr11:131780711-132206716;+;ENSG00000182667;NTM;-1;1;---;---;---;---;---;---;down;---;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;1;0;0;-4
chr7:2281856-2290780;+;ENSG00000106268;NUDT1;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;8;7;0;-5
chr10:74870209-74891581;+;ENSG00000166321;NUDT13;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;3;2;2;-1
chr13:48611702-48621282;+;ENSG00000136159;NUDT15;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;1;1;1;-4
chr4:88343727-88380606;+;ENSG00000170502;NUDT9;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;2;2;2;-1
chr13:45513383-45563613;-;ENSG00000083635;NUFIP1;-1;1;---;---;---;---;---;---;---;down;---;---;---;---;---;---;---;---;---;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;1;1;1;-8
chr4:77035816-77069655;-;ENSG00000138750;NUP54;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-5
chr17:5289345-5323059;-;ENSG00000108559;NUP88;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;3;0;0;-5
chr16:56764016-56878861;+;ENSG00000102900;NUP93;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1;0;0;-7
chr1:224415035-224517891;-;ENSG00000143748;NVL;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1;1;1;-3
chr6:41034530-41040188;-;ENSG00000124596;OARD1;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;3;3;3;-1
chr4:48833322-48863834;+;ENSG00000109180;OCIAD1;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;9;2;2;0
chr2:10580507-10588453;-;ENSG00000115758;ODC1;-1;1;down;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;-1
chr2:174937174-175113365;-;ENSG00000138430;OLA1;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;2;1;1;-4
chr9:127539436-127577159;+;ENSG00000185585;OLFML2A;-1;1;---;---;---;---;---;down;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;5;3;2;-1
chr3:193310932-193415600;+;ENSG00000198836;OPA1;-1;1;---;---;---;---;down;---;---;---;---;---;---;---;---;---;---;---;---;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;-6
chrX:67262185-67653299;-;ENSG00000079482;OPHN1;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-3
chr1:241756451-241803701;-;ENSG00000054277;OPN3;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;-3
chr19:14951759-14952689;-;ENSG00000127515;OR7A10;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;2;0;0;0
chr11:59341870-59383617;-;ENSG00000110048;OSBP;-1;1;---;down;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
chr18:21742010-21977833;-;ENSG00000141447;OSBPL1A;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;5;5;5;3
chr2:179059207-179264160;+;ENSG00000079156;OSBPL6;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1;0;0;-9
chr8:90914761-90940095;+;ENSG00000164823;OSGIN2;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;3;1;1;-1
chr1:149912231-149982686;-;ENSG00000264522;OTUD7B;-1;1;---;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;4;4;4;-2
chr5:41730166-41870791;-;ENSG00000083720;OXCT1;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;-7
chr3:38207025-38296979;+;ENSG00000172939;OXSR1;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;5;3;3;0
chr11:73588032-73638779;+;ENSG00000175575;PAAF1;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;3;3;2;-1
chr3:196466727-196559518;+;ENSG00000180370;PAK2;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;2;2;1;-2
chr3:183547172-183602693;-;ENSG00000175193;PARL;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;2;2;2;1
chr13:24995068-25086948;-;ENSG00000102699;PARP4;-1;1;---;---;---;---;---;---;---;---;---;---;down;---;---;---;---;---;---;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;1;1;1;-3
