Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Age,embryo,Genotype,source_name,tissue
SRR6461311,RNA-Seq,43,75331915,PRJNA429574,SAMN08349397,77449094,GEO,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3551515,GSM2929568,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929568,SRP128877,embryonic day 5.25,embryo 3,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461313,RNA-Seq,43,49422953,PRJNA429574,SAMN08349395,51569500,GEO,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3551517,GSM2929570,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929570,SRP128877,embryonic day 5.25,embryo 3,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461340,RNA-Seq,43,60297266,PRJNA429574,SAMN08349441,71794984,GEO,public,sra,"ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX3551544,GSM2929597,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929597,SRP128877,embryonic day 5.25,embryo 1,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461468,RNA-Seq,43,72015626,PRJNA429574,SAMN08349758,53099628,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3551672,GSM2929725,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929725,SRP128877,embryonic day 5.25,embryo 17,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461631,RNA-Seq,43,86635884,PRJNA429574,SAMN08349523,64748356,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3551835,GSM2929888,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929888,SRP128877,embryonic day 5.5,embryo 21,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461718,RNA-Seq,43,144454157,PRJNA429574,SAMN08349504,99512637,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3551922,GSM2929975,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929975,SRP128877,embryonic day 5.5,embryo 12,C57BL/6J (F) x CAST/EiJ (M),Embryo,Embryo
SRR6461727,RNA-Seq,43,793042507,PRJNA429574,SAMN08349495,715902360,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3551931,GSM2929984,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929984,SRP128877,embryonic day 5.5,embryo 11,C57BL/6J (F) x CAST/EiJ (M),Embryo,Embryo
SRR6461736,RNA-Seq,43,1407487739,PRJNA429574,SAMN08349486,1184010012,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3551940,GSM2929993,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929993,SRP128877,embryonic day 5.5,embryo 11,C57BL/6J (F) x CAST/EiJ (M),Embryo,Embryo
SRR6461803,RNA-Seq,43,453855153,PRJNA429574,SAMN08350097,460142974,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX3552007,GSM2930060,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930060,SRP128877,embryonic day 6.25,embryo 4,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461804,RNA-Seq,43,79844464,PRJNA429574,SAMN08350096,85305478,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX3552008,GSM2930061,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930061,SRP128877,embryonic day 6.25,embryo 4,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461807,RNA-Seq,43,262461035,PRJNA429574,SAMN08350093,275717850,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3552011,GSM2930064,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930064,SRP128877,embryonic day 6.25,embryo 4,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461818,RNA-Seq,43,936481090,PRJNA429574,SAMN08350082,904559923,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX3552022,GSM2930075,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930075,SRP128877,embryonic day 6.25,embryo 4,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461841,RNA-Seq,43,264337082,PRJNA429574,SAMN08350057,273694619,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3552045,GSM2930098,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930098,SRP128877,embryonic day 6.25,embryo 4,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461900,RNA-Seq,43,199579856,PRJNA429574,SAMN08350028,198211041,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX3552104,GSM2930157,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930157,SRP128877,embryonic day 6.25,embryo 9,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461916,RNA-Seq,43,103647286,PRJNA429574,SAMN08350104,104534002,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX3552120,GSM2930173,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930173,SRP128877,embryonic day 6.25,embryo 9,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461931,RNA-Seq,43,85148514,PRJNA429574,SAMN08350215,86535550,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552135,GSM2930188,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930188,SRP128877,embryonic day 6.25,embryo 9,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461939,RNA-Seq,43,196400737,PRJNA429574,SAMN08350207,198337850,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3552143,GSM2930196,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930196,SRP128877,embryonic day 6.25,embryo 16,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461942,RNA-Seq,43,315702861,PRJNA429574,SAMN08350290,311633421,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3552146,GSM2930199,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930199,SRP128877,embryonic day 6.25,embryo 16,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461962,RNA-Seq,43,130577541,PRJNA429574,SAMN08350399,134117119,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552166,GSM2930219,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930219,SRP128877,embryonic day 6.25,embryo 16,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462003,RNA-Seq,43,120946358,PRJNA429574,SAMN08349908,127989258,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3552207,GSM2930260,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930260,SRP128877,embryonic day 6.25,embryo 23,C57BL/6J (F)x CAST/EiJ (M),Embryo,Embryo
SRR6462024,RNA-Seq,43,60310338,PRJNA429574,SAMN08349886,64611167,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3552228,GSM2930281,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930281,SRP128877,embryonic day 6.25,embryo 23,C57BL/6J (F)x CAST/EiJ (M),Embryo,Embryo
SRR6462040,RNA-Seq,43,103585796,PRJNA429574,SAMN08349936,109786922,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX3552244,GSM2930297,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930297,SRP128877,embryonic day 6.25,embryo 24,C57BL/6J (F)x CAST/EiJ (M),Embryo,Embryo
SRR6462045,RNA-Seq,43,121664931,PRJNA429574,SAMN08350026,128291365,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552249,GSM2930302,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930302,SRP128877,embryonic day 6.25,embryo 24,C57BL/6J (F)x CAST/EiJ (M),Embryo,Embryo
SRR6462085,RNA-Seq,43,78307386,PRJNA429574,SAMN08350419,83466746,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552289,GSM2930342,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930342,SRP128877,embryonic day 6.25,embryo 25,C57BL/6J (F)x CAST/EiJ (M),Embryo,Embryo
SRR6462087,RNA-Seq,43,138489111,PRJNA429574,SAMN08350417,146754266,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3552291,GSM2930344,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930344,SRP128877,embryonic day 6.25,embryo 25,C57BL/6J (F)x CAST/EiJ (M),Embryo,Embryo
SRR6462100,RNA-Seq,43,66681003,PRJNA429574,SAMN08350282,70815556,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3552304,GSM2930357,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930357,SRP128877,embryonic day 6.25,embryo 25,C57BL/6J (F)x CAST/EiJ (M),Embryo,Embryo
SRR6462107,RNA-Seq,43,46625201,PRJNA429574,SAMN08350279,50576845,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552311,GSM2930364,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930364,SRP128877,embryonic day 6.5,embryo 5,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462142,RNA-Seq,43,223839811,PRJNA429574,SAMN08350452,239360591,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552346,GSM2930399,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930399,SRP128877,embryonic day 6.5,embryo 5,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462192,RNA-Seq,43,209065355,PRJNA429574,SAMN08350472,231805540,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552396,GSM2930449,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930449,SRP128877,embryonic day 6.5,embryo 6,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462204,RNA-Seq,43,76019270,PRJNA429574,SAMN08350460,86421953,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3552408,GSM2930461,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930461,SRP128877,embryonic day 6.5,embryo 8,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462239,RNA-Seq,43,171484387,PRJNA429574,SAMN08349947,185892263,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552443,GSM2930496,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930496,SRP128877,embryonic day 6.5,embryo 8,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462246,RNA-Seq,43,338096702,PRJNA429574,SAMN08349940,363473280,GEO,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX3552450,GSM2930503,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930503,SRP128877,embryonic day 6.5,embryo 8,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462251,RNA-Seq,43,256837839,PRJNA429574,SAMN08350321,274849800,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3552455,GSM2930508,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930508,SRP128877,embryonic day 6.5,embryo 8,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462274,RNA-Seq,43,840738236,PRJNA429574,SAMN08350298,844144751,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552478,GSM2930531,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930531,SRP128877,embryonic day 6.5,embryo 8,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462276,RNA-Seq,43,439233089,PRJNA429574,SAMN08350296,458088088,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3552480,GSM2930533,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930533,SRP128877,embryonic day 6.5,embryo 8,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462304,RNA-Seq,43,120593973,PRJNA429574,SAMN08350258,87748192,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX3552508,GSM2930561,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930561,SRP128877,embryonic day 6.5,embryo 10,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462573,RNA-Seq,43,117011256,PRJNA429574,SAMN08350708,137845630,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3552777,GSM2930830,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930830,SRP128877,embryonic day 6.5,embryo 28,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462638,RNA-Seq,43,266182685,PRJNA429574,SAMN08350742,303172692,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX3552842,GSM2930895,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930895,SRP128877,embryonic day 6.5,embryo 28,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462786,RNA-Seq,43,64707088,PRJNA429574,SAMN08350947,76491588,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552990,GSM2931043,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931043,SRP128877,embryonic day 6.5,embryo 29,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462820,RNA-Seq,43,38134722,PRJNA429574,SAMN08350907,45253987,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3553024,GSM2931077,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931077,SRP128877,embryonic day 6.5,embryo 29,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462858,RNA-Seq,43,50807854,PRJNA429574,SAMN08350809,60056826,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3553062,GSM2931115,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931115,SRP128877,embryonic day 6.5,embryo 29,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462869,RNA-Seq,43,79758034,PRJNA429574,SAMN08350890,93796237,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3553073,GSM2931126,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931126,SRP128877,embryonic day 6.5,embryo 29,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462871,RNA-Seq,43,80927978,PRJNA429574,SAMN08350888,95387093,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3553075,GSM2931128,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931128,SRP128877,embryonic day 6.5,embryo 29,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462878,RNA-Seq,43,24682344,PRJNA429574,SAMN08350881,29545689,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3553082,GSM2931135,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931135,SRP128877,embryonic day 6.5,embryo 29,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462888,RNA-Seq,43,35066758,PRJNA429574,SAMN08350835,41419716,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3553092,GSM2931145,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931145,SRP128877,embryonic day 6.5,embryo 29,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462903,RNA-Seq,43,100545438,PRJNA429574,SAMN08350820,117923201,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3553107,GSM2931160,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2931160,SRP128877,embryonic day 6.5,embryo 29,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461947,RNA-Seq,43,240873358,PRJNA429574,SAMN08350285,241588728,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3552151,GSM2930204,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930204,SRP128877,embryonic day 6.25,embryo 16,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461948,RNA-Seq,43,305949773,PRJNA429574,SAMN08350284,302044273,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX3552152,GSM2930205,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930205,SRP128877,embryonic day 6.25,embryo 16,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462205,RNA-Seq,43,116025137,PRJNA429574,SAMN08350459,126744059,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3552409,GSM2930462,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930462,SRP128877,embryonic day 6.5,embryo 8,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462348,RNA-Seq,43,36762893,PRJNA429574,SAMN08350125,40822443,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX3552552,GSM2930605,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930605,SRP128877,embryonic day 6.5,embryo 10,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462406,RNA-Seq,43,145992482,PRJNA429574,SAMN08350617,109375018,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552610,GSM2930663,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930663,SRP128877,embryonic day 6.5,embryo 26,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462419,RNA-Seq,43,73084821,PRJNA429574,SAMN08350604,55196170,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3552623,GSM2930676,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930676,SRP128877,embryonic day 6.5,embryo 26,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6462539,RNA-Seq,43,236944276,PRJNA429574,SAMN08350682,265063982,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX3552743,GSM2930796,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930796,SRP128877,embryonic day 6.5,embryo 28,CAST/EiJ (F) x C57BL/6J (M),Embryo,Embryo
SRR6462694,RNA-Seq,43,51947139,PRJNA429574,SAMN08350989,61694857,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX3552898,GSM2930951,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930951,SRP128877,embryonic day 6.5,embryo 26,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461404,RNA-Seq,43,255725859,PRJNA429574,SAMN08349732,172856099,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3551608,GSM2929661,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929661,SRP128877,embryonic day 5.25,embryo 19,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461614,RNA-Seq,43,101026651,PRJNA429574,SAMN08349540,70867605,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX3551818,GSM2929871,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929871,SRP128877,embryonic day 5.5,embryo 21,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461624,RNA-Seq,43,136016267,PRJNA429574,SAMN08349530,94439000,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX3551828,GSM2929881,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2929881,SRP128877,embryonic day 5.5,embryo 21,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
SRR6461755,RNA-Seq,43,237370277,PRJNA429574,SAMN08349598,233529520,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX3551959,GSM2930012,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930012,SRP128877,embryonic day 5.5,embryo 13,C57BL/6J (F) x CAST/EiJ (M),Embryo,Embryo
SRR6461766,RNA-Seq,43,234490137,PRJNA429574,SAMN08349587,232494280,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX3551970,GSM2930023,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930023,SRP128877,embryonic day 5.5,embryo 13,C57BL/6J (F) x CAST/EiJ (M),Embryo,Embryo
SRR6461924,RNA-Seq,43,155436228,PRJNA429574,SAMN08350222,154978799,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX3552128,GSM2930181,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-02-04T00:00:00Z,GSM2930181,SRP128877,embryonic day 6.25,embryo 9,C57BL/6J (F) x C57BL/6J (M),Embryo,Embryo
