Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM2930769	"Mouse embryo cell EB_1974"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552716"	SRX3552716	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930770	"Mouse embryo cell EB_1973"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552717"	SRX3552717	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930771	"Mouse embryo cell EB_1972"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552718"	SRX3552718	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930772	"Mouse embryo cell EB_1976"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552719"	SRX3552719	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930773	"Mouse embryo cell EB_1977"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552720"	SRX3552720	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930774	"Mouse embryo cell EB_1978"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552721"	SRX3552721	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930775	"Mouse embryo cell EB_1979"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552722"	SRX3552722	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930776	"Mouse embryo cell EB_1981"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552723"	SRX3552723	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930777	"Mouse embryo cell EB_1980"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552724"	SRX3552724	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930778	"Mouse embryo cell EB_1985"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552725"	SRX3552725	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930779	"Mouse embryo cell EB_1984"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552726"	SRX3552726	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930780	"Mouse embryo cell EB_1988"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552727"	SRX3552727	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930781	"Mouse embryo cell EB_1982"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552728"	SRX3552728	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930782	"Mouse embryo cell EB_1983"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552729"	SRX3552729	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930783	"Mouse embryo cell EB_1987"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552730"	SRX3552730	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930784	"Mouse embryo cell EB_1990"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552731"	SRX3552731	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930785	"Mouse embryo cell EB_1989"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552732"	SRX3552732	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930786	"Mouse embryo cell EB_1992"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552733"	SRX3552733	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930787	"Mouse embryo cell EB_1994"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552734"	SRX3552734	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930788	"Mouse embryo cell EB_1996"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552735"	SRX3552735	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930789	"Mouse embryo cell EB_1991"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552736"	SRX3552736	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930790	"Mouse embryo cell EB_1993"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552737"	SRX3552737	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930791	"Mouse embryo cell EB_1995"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552738"	SRX3552738	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930792	"Mouse embryo cell EB_1999"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552739"	SRX3552739	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930793	"Mouse embryo cell EB_2001"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552740"	SRX3552740	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930794	"Mouse embryo cell EB_2002"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552741"	SRX3552741	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930795	"Mouse embryo cell EB_2004"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552742"	SRX3552742	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930796	"Mouse embryo cell EB_2003"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552743"	SRX3552743	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930797	"Mouse embryo cell EB_2005"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552744"	SRX3552744	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930798	"Mouse embryo cell EB_2008"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552745"	SRX3552745	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930799	"Mouse embryo cell EB_2009"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552746"	SRX3552746	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930800	"Mouse embryo cell EB_2007"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552747"	SRX3552747	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930801	"Mouse embryo cell EB_2010"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552748"	SRX3552748	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930802	"Mouse embryo cell EB_2011"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552749"	SRX3552749	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930803	"Mouse embryo cell EB_2015"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552750"	SRX3552750	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930804	"Mouse embryo cell EB_2012"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552751"	SRX3552751	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930805	"Mouse embryo cell EB_2016"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552752"	SRX3552752	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930806	"Mouse embryo cell EB_2013"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552753"	SRX3552753	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930807	"Mouse embryo cell EB_2014"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552754"	SRX3552754	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930808	"Mouse embryo cell EB_2017"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552755"	SRX3552755	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930809	"Mouse embryo cell EB_2018"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552756"	SRX3552756	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930810	"Mouse embryo cell EB_2020"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552757"	SRX3552757	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930811	"Mouse embryo cell EB_2024"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552758"	SRX3552758	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930812	"Mouse embryo cell EB_2023"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552759"	SRX3552759	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930813	"Mouse embryo cell EB_2022"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552760"	SRX3552760	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930814	"Mouse embryo cell EB_2025"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552761"	SRX3552761	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930815	"Mouse embryo cell EB_2027"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552762"	SRX3552762	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930816	"Mouse embryo cell EB_2026"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552763"	SRX3552763	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930817	"Mouse embryo cell EB_2028"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552764"	SRX3552764	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930818	"Mouse embryo cell EB_2031"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552765"	SRX3552765	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930819	"Mouse embryo cell EB_2032"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552766"	SRX3552766	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930820	"Mouse embryo cell EB_2033"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552767"	SRX3552767	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930821	"Mouse embryo cell EB_2029"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552768"	SRX3552768	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930822	"Mouse embryo cell EB_2034"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552769"	SRX3552769	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930823	"Mouse embryo cell EB_2035"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552770"	SRX3552770	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930824	"Mouse embryo cell EB_2036"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552771"	SRX3552771	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930825	"Mouse embryo cell EB_2030"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552772"	SRX3552772	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930826	"Mouse embryo cell EB_2037"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552773"	SRX3552773	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930827	"Mouse embryo cell EB_2039"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552774"	SRX3552774	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930828	"Mouse embryo cell EB_2038"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552775"	SRX3552775	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930829	"Mouse embryo cell EB_2040"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552776"	SRX3552776	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930830	"Mouse embryo cell EB_2041"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552777"	SRX3552777	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930831	"Mouse embryo cell EB_2043"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552778"	SRX3552778	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930832	"Mouse embryo cell EB_2042"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552779"	SRX3552779	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930833	"Mouse embryo cell EB_2044"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552780"	SRX3552780	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930834	"Mouse embryo cell EB_2045"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552781"	SRX3552781	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930835	"Mouse embryo cell EB_2046"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552782"	SRX3552782	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930836	"Mouse embryo cell EB_2048"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552783"	SRX3552783	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930837	"Mouse embryo cell EB_2047"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552784"	SRX3552784	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930838	"Mouse embryo cell EB_2050"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552785"	SRX3552785	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930839	"Mouse embryo cell EB_2049"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552786"	SRX3552786	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930840	"Mouse embryo cell EB_2051"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552787"	SRX3552787	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930841	"Mouse embryo cell EB_2052"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552788"	SRX3552788	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930842	"Mouse embryo cell EB_2053"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552789"	SRX3552789	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930843	"Mouse embryo cell EB_2054"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552790"	SRX3552790	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930844	"Mouse embryo cell EB_2055"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552791"	SRX3552791	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930845	"Mouse embryo cell EB_2056"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552792"	SRX3552792	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930846	"Mouse embryo cell EB_2057"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552793"	SRX3552793	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930847	"Mouse embryo cell EB_2061"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552794"	SRX3552794	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930848	"Mouse embryo cell EB_2058"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552795"	SRX3552795	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930849	"Mouse embryo cell EB_2059"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552796"	SRX3552796	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930850	"Mouse embryo cell EB_2060"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552797"	SRX3552797	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930851	"Mouse embryo cell EB_2062"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552798"	SRX3552798	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930852	"Mouse embryo cell EB_2064"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552799"	SRX3552799	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930853	"Mouse embryo cell EB_2063"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552800"	SRX3552800	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930854	"Mouse embryo cell EB_2065"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552801"	SRX3552801	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930855	"Mouse embryo cell EB_2066"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552802"	SRX3552802	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930856	"Mouse embryo cell EB_2067"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552803"	SRX3552803	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930857	"Mouse embryo cell EB_2068"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552804"	SRX3552804	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930858	"Mouse embryo cell EB_2069"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552805"	SRX3552805	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930859	"Mouse embryo cell EB_2072"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552806"	SRX3552806	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930860	"Mouse embryo cell EB_2070"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552807"	SRX3552807	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930861	"Mouse embryo cell EB_2071"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552808"	SRX3552808	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930862	"Mouse embryo cell EB_2073"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552809"	SRX3552809	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930863	"Mouse embryo cell EB_2074"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552810"	SRX3552810	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930864	"Mouse embryo cell EB_2075"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552811"	SRX3552811	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930865	"Mouse embryo cell EB_2078"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552812"	SRX3552812	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930866	"Mouse embryo cell EB_2077"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552813"	SRX3552813	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930867	"Mouse embryo cell EB_2076"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552814"	SRX3552814	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930868	"Mouse embryo cell EB_2081"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552815"	SRX3552815	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930869	"Mouse embryo cell EB_2079"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552816"	SRX3552816	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930870	"Mouse embryo cell EB_2080"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552817"	SRX3552817	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930871	"Mouse embryo cell EB_2082"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552818"	SRX3552818	"Qiaolin Deng"	"Feb 04, 2019"
GSM2930872	"Mouse embryo cell EB_2083"	"SRA"	"Mus musculus"	1	GPL13112	GSE109071	"SRA Run Selector"	"https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3552819"	SRX3552819	"Qiaolin Deng"	"Feb 04, 2019"
